Date,FR
2015-01-01,0.38568127464288
2015-01-02,0.398426895481869
2015-01-03,0.394677945834141
2015-01-04,0.431319080860966
2015-01-05,0.543654256350591
2015-01-06,0.549108008532092
2015-01-07,0.539796231659233
2015-01-08,0.496501518970978
2015-01-09,0.488506722254541
2015-01-10,0.428119546247819
2015-01-11,0.41221478895999
2015-01-12,0.487819953461315
2015-01-13,0.507380744618965
2015-01-14,0.508423017258096
2015-01-15,0.517706515415939
2015-01-16,0.540091138258677
2015-01-17,0.538317658845582
2015-01-18,0.509885430806024
2015-01-19,0.559902398035033
2015-01-20,0.574692165987977
2015-01-21,0.551152155646047
2015-01-22,0.550453267403529
2015-01-23,0.54822328873376
2015-01-24,0.504177170189387
2015-01-25,0.444198015642169
2015-01-26,0.501575528407989
2015-01-27,0.50376106909702
2015-01-28,0.476811453687544
2015-01-29,0.492437463641652
2015-01-30,0.598155419817723
2015-01-31,0.597294938917976
2015-02-01,0.552897356344128
2015-02-02,0.582501131148601
2015-02-03,0.587813489755025
2015-02-04,0.572821730980544
2015-02-05,0.592390601771056
2015-02-06,0.591307930967617
2015-02-07,0.552428737638162
2015-02-08,0.474221931355439
2015-02-09,0.500743326223256
2015-02-10,0.502860190032965
2015-02-11,0.488308771249434
2015-02-12,0.475878256092043
2015-02-13,0.468982289444768
2015-02-14,0.447106683472303
2015-02-15,0.457190065283433
2015-02-16,0.525111498933488
2015-02-17,0.539731594596342
2015-02-18,0.564487589683925
2015-02-19,0.550287634929869
2015-02-20,0.531369174584707
2015-02-21,0.508491694137418
2015-02-22,0.493491855730076
2015-02-23,0.542486749402107
2015-02-24,0.570482677267145
2015-02-25,0.56893138775774
2015-02-26,0.570737185702282
2015-02-27,0.571718861094952
2015-02-28,0.578675424988689
2015-03-01,0.522324025596277
2015-03-02,0.610897000840282
2015-03-03,0.633455335789542
2015-03-04,0.630300239157133
2015-03-05,0.641381455626656
2015-03-06,0.639688772542176
2015-03-07,0.599674390795682
2015-03-08,0.548037457177946
2015-03-09,0.582969749854567
2015-03-10,0.583414129661948
2015-03-11,0.570535194880745
2015-03-12,0.570846260745912
2015-03-13,0.56337260034904
2015-03-14,0.527470751729041
2015-03-15,0.488902624264753
2015-03-16,0.524081345743649
2015-03-17,0.523580408506237
2015-03-18,0.517225777260681
2015-03-19,0.512660784693943
2015-03-20,0.524081345743649
2015-03-21,0.501935072070325
2015-03-22,0.46289428608364
2015-03-23,0.526226488268373
2015-03-24,0.530706644690065
2015-03-25,0.520405112791675
2015-03-26,0.538422694072781
2015-03-27,0.516195624070842
2015-03-28,0.4597876672484
2015-03-29,0.426592495636998
2015-03-30,0.571888533385043
2015-03-31,0.598127141102708
2015-04-01,0.613114860060759
2015-04-02,0.627056266563247
2015-04-03,0.653985682890569
2015-04-04,0.630873893090298
2015-04-05,0.604990789218538
2015-04-06,0.59399440889406
2015-04-07,0.603976795294422
2015-04-08,0.598692715403012
2015-04-09,0.576897905759162
2015-04-10,0.558787408700149
2015-04-11,0.520138484907246
2015-04-12,0.482713625492858
2015-04-13,0.519423437399005
2015-04-14,0.53672597117187
2015-04-15,0.555377803632603
2015-04-16,0.569533320405921
2015-04-17,0.576708034386918
2015-04-18,0.565695494796716
2015-04-19,0.522521976601383
2015-04-20,0.559260067222545
2015-04-21,0.551838924439274
2015-04-22,0.515020037489497
2015-04-23,0.51509275418525
2015-04-24,0.534249563699825
2015-04-25,0.468731820826062
2015-04-26,0.454406631762653
2015-04-27,0.543601738736992
2015-04-28,0.649384331975955
2015-04-29,0.65072151121453
2015-04-30,0.627104744360416
2015-05-01,0.650689192683084
2015-05-02,0.643429642557042
2015-05-03,0.625832202184733
2015-05-04,0.619239221769763
2015-05-05,0.612246299528149
2015-05-06,0.641777357636869
2015-05-07,0.681646305991856
2015-05-08,0.676560177105552
2015-05-09,0.657847747398358
2015-05-10,0.654240191325706
2015-05-11,0.675332072910607
2015-05-12,0.675742114278327
2015-05-13,0.683856085579471
2015-05-14,0.665054779910801
2015-05-15,0.681933132958438
2015-05-16,0.673195010018745
2015-05-17,0.658958696916812
2015-05-18,0.661855245297654
2015-05-19,0.652810096309224
2015-05-20,0.647109915325448
2015-05-21,0.632344386271088
2015-05-22,0.619077629112533
2015-05-23,0.567210425958244
2015-05-24,0.498941568095146
2015-05-25,0.491528504944735
2015-05-26,0.541650507400944
2015-05-27,0.521419106715791
2015-05-28,0.504278165600155
2015-05-29,0.514959440243035
2015-05-30,0.464514252472368
2015-05-31,0.438829099605714
2015-06-01,0.487529086678301
2015-06-02,0.477045763040527
2015-06-03,0.49765690647017
2015-06-04,0.516058270312197
2015-06-05,0.540531478249628
2015-06-06,0.519653706935557
2015-06-07,0.497911414905307
2015-06-08,0.55111175748174
2015-06-09,0.535231239092496
2015-06-10,0.5412505655743
2015-06-11,0.546627561243617
2015-06-12,0.565517742873764
2015-06-13,0.575209262491112
2015-06-14,0.561995022946157
2015-06-15,0.598426087518583
2015-06-16,0.597763557623942
2015-06-17,0.615203445155452
2015-06-18,0.612104905953074
2015-06-19,0.582598086742938
2015-06-20,0.533227490142848
2015-06-21,0.460098733113567
2015-06-22,0.510713593174326
2015-06-23,0.50904514898843
2015-06-24,0.508875476698339
2015-06-25,0.514745329972206
2015-06-26,0.512406276258807
2015-06-27,0.467996574235667
2015-06-28,0.406316656971107
2015-06-29,0.43319355568483
2015-06-30,0.426196593626786
2015-07-01,0.439063408958697
2015-07-02,0.438655387499192
2015-07-03,0.46300336112727
2015-07-04,0.430385883265464
2015-07-05,0.400370047185056
2015-07-06,0.449021556460474
2015-07-07,0.438655387499192
2015-07-08,0.424346357701506
2015-07-09,0.408873860771767
2015-07-10,0.391268340766596
2015-07-11,0.361943313295844
2015-07-12,0.319783789024627
2015-07-13,0.367728330424666
2015-07-14,0.332529409863616
2015-07-15,0.343828776420399
2015-07-16,0.362997705384267
2015-07-17,0.360371824704285
2015-07-18,0.329649020748497
2015-07-19,0.313069614116735
2015-07-20,0.345105358412514
2015-07-21,0.340677719604421
2015-07-22,0.362678559886239
2015-07-23,0.368419139034322
2015-07-24,0.362880550707776
2015-07-25,0.347977667894771
2015-07-26,0.339086031930709
2015-07-27,0.352886044858122
2015-07-28,0.339239544955077
2015-07-29,0.321702701829229
2015-07-30,0.32219959925021
2015-07-31,0.307955206515416
2015-08-01,0.298760584319049
2015-08-02,0.301026921336694
2015-08-03,0.314956208389891
2015-08-04,0.31827693749596
2015-08-05,0.3113567319501
2015-08-06,0.299653383750242
2015-08-07,0.301236991791093
2015-08-08,0.275075140585612
2015-08-09,0.273079471268826
2015-08-10,0.341837146920044
2015-08-11,0.355249337470105
2015-08-12,0.344822571262362
2015-08-13,0.341412966194816
2015-08-14,0.348159459634154
2015-08-15,0.331010438885657
2015-08-16,0.294284467713787
2015-08-17,0.309607491435589
2015-08-18,0.321892573201474
2015-08-19,0.321569387887014
2015-08-20,0.317941632732209
2015-08-21,0.284645465710038
2015-08-22,0.259077467519876
2015-08-23,0.22673469717536
2015-08-24,0.288075269859738
2015-08-25,0.311538523689484
2015-08-26,0.280161269471915
2015-08-27,0.281074267985263
2015-08-28,0.290503199534613
2015-08-29,0.256532383168509
2015-08-30,0.246558076401008
2015-08-31,0.296215499967681
2015-09-01,0.289836629823541
2015-09-02,0.28541707064831
2015-09-03,0.273459214013315
2015-09-04,0.253631794971237
2015-09-05,0.227999159718182
2015-09-06,0.20526307284597
2015-09-07,0.223280654127076
2015-09-08,0.224852142718635
2015-09-09,0.219143882101997
2015-09-10,0.214845517419688
2015-09-11,0.216960361321182
2015-09-12,0.222440372309482
2015-09-13,0.262446674423114
2015-09-14,0.356275450843514
2015-09-15,0.350551030961153
2015-09-16,0.337793290672872
2015-09-17,0.390391700601125
2015-09-18,0.414416488914744
2015-09-19,0.408821343158167
2015-09-20,0.372143849783466
2015-09-21,0.353770764656454
2015-09-22,0.345828485553616
2015-09-23,0.339805119255381
2015-09-24,0.332642524723677
2015-09-25,0.337045924633185
2015-09-26,0.276081054876866
2015-09-27,0.247810419494538
2015-09-28,0.256843449033676
2015-09-29,0.262034613147179
2015-09-30,0.25517500484778
2015-10-01,0.265549253441924
2015-10-02,0.267443927347941
2015-10-03,0.262070971495055
2015-10-04,0.30274788313619
2015-10-05,0.315739932777455
2015-10-06,0.344196399715597
2015-10-07,0.408114375282787
2015-10-08,0.411265432098765
2015-10-09,0.381188998771896
2015-10-10,0.322821730980544
2015-10-11,0.256100122810419
2015-10-12,0.297488042143365
2015-10-13,0.315125880679982
2015-10-14,0.344176200633443
2015-10-15,0.348656357055135
2015-10-16,0.350191487298817
2015-10-17,0.276493116152802
2015-10-18,0.246800465386853
2015-10-19,0.315037004718506
2015-10-20,0.304771831167992
2015-10-21,0.290357766143106
2015-10-22,0.274311615280202
2015-10-23,0.258180628272251
2015-10-24,0.23621210652188
2015-10-25,0.225926733889212
2015-10-26,0.243528214077952
2015-10-27,0.256100122810419
2015-10-28,0.305498998125525
2015-10-29,0.36666181888695
2015-10-30,0.338827483679142
2015-10-31,0.273443054747592
2015-11-01,0.244150345808286
2015-11-02,0.284621226811454
2015-11-03,0.285069646435266
2015-11-04,0.273422855665439
2015-11-05,0.287533934458018
2015-11-06,0.2733784176847
2015-11-07,0.25986523172387
2015-11-08,0.22967568353694
2015-11-09,0.22569646435266
2015-11-10,0.241185120548122
2015-11-11,0.222258580570099
2015-11-12,0.258835078534031
2015-11-13,0.253429804149699
2015-11-14,0.225094531704479
2015-11-15,0.195850300562342
2015-11-16,0.224019940533902
2015-11-17,0.230350332880874
2015-11-18,0.236785760455045
2015-11-19,0.216469523624846
2015-11-20,0.247083252537005
2015-11-21,0.395590944347489
2015-11-22,0.401743584771508
2015-11-23,0.410025208454528
2015-11-24,0.442501292741258
2015-11-25,0.442073072199599
2015-11-26,0.453578469394351
2015-11-27,0.445389761489238
2015-11-28,0.397796684118674
2015-11-29,0.329798493956435
2015-11-30,0.363474403723095
2015-12-01,0.402006172839506
2015-12-02,0.394803180143494
2015-12-03,0.395017290414324
2015-12-04,0.375884719798332
2015-12-05,0.334718990369078
2015-12-06,0.305131374830328
2015-12-07,0.346276905177429
2015-12-08,0.337462025725551
2015-12-09,0.353677848878547
2015-12-10,0.396847327257449
2015-12-11,0.371711589425377
2015-12-12,0.30214595048801
2015-12-13,0.257142395449551
2015-12-14,0.342548154611854
2015-12-15,0.35396871566156
2015-12-16,0.311619320018098
2015-12-17,0.302792321116928
2015-12-18,0.300336112727038
2015-12-19,0.261428640682567
2015-12-20,0.246117736410058
2015-12-21,0.290151735505139
2015-12-22,0.311057785534225
2015-12-23,0.303850753021783
2015-12-24,0.260410606942021
2015-12-25,0.235408183052162
2015-12-26,0.222614084416004
2015-12-27,0.218804537521815
2015-12-28,0.242946480511926
2015-12-29,0.233166084933101
2015-12-30,0.222351496348006
2015-12-31,0.224209811906147
2016-01-01,0.270780876751243
2016-01-02,0.300301827103105
2016-01-03,0.337860739879915
2016-01-04,0.450759409903803
2016-01-05,0.446530602362967
2016-01-06,0.466984634256569
2016-01-07,0.469918167731939
2016-01-08,0.558121892956292
2016-01-09,0.581457001743173
2016-01-10,0.571651656013945
2016-01-11,0.586662308735232
2016-01-12,0.593503857576344
2016-01-13,0.58987830072955
2016-01-14,0.571474110659178
2016-01-15,0.565304409580993
2016-01-16,0.541412453999613
2016-01-17,0.505689521595971
2016-01-18,0.563492639938021
2016-01-19,0.576013622570857
2016-01-20,0.532071147265802
2016-01-21,0.50365178513784
2016-01-22,0.518339628123184
2016-01-23,0.439640632061463
2016-01-24,0.369044160371877
2016-01-25,0.412425753760733
2016-01-26,0.441849861191814
2016-01-27,0.42677061140164
2016-01-28,0.456787881722513
2016-01-29,0.46886096584673
2016-01-30,0.431479598424688
2016-01-31,0.454548389179418
2016-02-01,0.554062560526825
2016-02-02,0.560337174769191
2016-02-03,0.565574762734844
2016-02-04,0.591682000129124
2016-02-05,0.585718090257602
2016-02-06,0.558388210988443
2016-02-07,0.544588094776938
2016-02-08,0.579528213570921
2016-02-09,0.613290076828717
2016-02-10,0.641059784363096
2016-02-11,0.647641067854607
2016-02-12,0.641487507263219
2016-02-13,0.63976854541933
2016-02-14,0.630447414294015
2016-02-15,0.640825747304539
2016-02-16,0.643065239847634
2016-02-17,0.633005681451353
2016-02-18,0.627037736458132
2016-02-19,0.617514849247853
2016-02-20,0.552024824068694
2016-02-21,0.52804006068823
2016-02-22,0.579286106268965
2016-02-23,0.60082962102137
2016-02-24,0.625875621408742
2016-02-25,0.626339660404158
2016-02-26,0.626807734521273
2016-02-27,0.59950206598231
2016-02-28,0.569537252243528
2016-03-01,0.634438149654594
2016-03-02,0.595006940409323
2016-03-03,0.618588191619859
2016-03-04,0.634119375040351
2016-03-05,0.627921428110272
2016-03-06,0.58052892375234
2016-03-07,0.637407999225257
2016-03-08,0.631633740073601
2016-03-09,0.61847520821228
2016-03-10,0.625484214603912
2016-03-11,0.630132674801472
2016-03-12,0.599211537219963
2016-03-13,0.538809800503583
2016-03-14,0.574544838272322
2016-03-15,0.569739008328491
2016-03-16,0.536820485505843
2016-03-17,0.546359513202918
2016-03-18,0.541505261798696
2016-03-19,0.477722093098328
2016-03-20,0.430495028730067
2016-03-21,0.486950416424559
2016-03-22,0.488701659242043
2016-03-23,0.471491865194654
2016-03-24,0.469401672154432
2016-03-25,0.451530118148363
2016-03-26,0.419132126024921
2016-03-27,0.381532862031119
2016-03-28,0.373805603977016
2016-03-29,0.44424672348118
2016-03-30,0.472411872942088
2016-03-31,0.511128865646588
2016-04-01,0.53285396087546
2016-04-02,0.508699722383627
2016-04-03,0.465774097746788
2016-04-04,0.537308735231455
2016-04-05,0.588094776938472
2016-04-06,0.632202692233198
2016-04-07,0.64248014720124
2016-04-08,0.650667409129059
2016-04-09,0.625903867260637
2016-04-10,0.553227290335077
2016-04-11,0.558803828523468
2016-04-12,0.562108593195171
2016-04-13,0.57035638194848
2016-04-14,0.588260216928143
2016-04-15,0.601406643424366
2016-04-16,0.58379333720705
2016-04-17,0.631770934211376
2016-04-18,0.697329556459423
2016-04-19,0.677339563561237
2016-04-20,0.667352637355543
2016-04-21,0.677815707921751
2016-04-22,0.678582381044612
2016-04-23,0.649477048227775
2016-04-24,0.636411324165537
2016-04-25,0.659189586157919
2016-04-26,0.650598812060172
2016-04-27,0.636443605139131
2016-04-28,0.613822712893021
2016-04-29,0.615162373297179
2016-04-30,0.558016979792111
2016-05-01,0.518573665181742
2016-05-02,0.5829661372587
2016-05-03,0.605381238298147
2016-05-04,0.603694557427852
2016-05-05,0.5492244496094
2016-05-06,0.559054006068823
2016-05-07,0.537946284459939
2016-05-08,0.49485521983343
2016-05-09,0.538543482471431
2016-05-10,0.573858867583446
2016-05-11,0.612983407579573
2016-05-12,0.654867970818
2016-05-13,0.678203079604881
2016-05-14,0.674571470075538
2016-05-15,0.632912873652269
2016-05-16,0.629676706049454
2016-05-17,0.641995932597327
2016-05-18,0.651894086125637
2016-05-19,0.648831428755891
2016-05-20,0.653697785525211
2016-05-21,0.645595261153076
2016-05-22,0.636423429530635
2016-05-23,0.65785396087546
2016-05-24,0.665129285299245
2016-05-25,0.662740493253276
2016-05-26,0.66083995093292
2016-05-27,0.675051649557751
2016-05-28,0.675983762670282
2016-05-29,0.673078475046807
2016-05-30,0.693193556717671
2016-05-31,0.696934114532894
2016-06-01,0.687681580476467
2016-06-02,0.679994673639357
2016-06-03,0.690828975401898
2016-06-04,0.699891858738459
2016-06-05,0.68788737168313
2016-06-06,0.674010588159339
2016-06-07,0.683997514365033
2016-06-08,0.682427852024017
2016-06-09,0.68180240816063
2016-06-10,0.677638162566983
2016-06-11,0.665536832590871
2016-06-12,0.647100361546904
2016-06-13,0.644009458325263
2016-06-14,0.643359803731681
2016-06-15,0.635057540835432
2016-06-16,0.619516269610692
2016-06-17,0.614427981147911
2016-06-18,0.598961359674608
2016-06-19,0.598081703144167
2016-06-20,0.628308799793402
2016-06-21,0.641656982374588
2016-06-22,0.656498159984505
2016-06-23,0.659919943185486
2016-06-24,0.658931338369165
2016-06-25,0.640999257537607
2016-06-26,0.616469752727742
2016-06-27,0.620912421718639
2016-06-28,0.62289770159468
2016-06-29,0.61543272645103
2016-06-30,0.627856866163083
2016-07-01,0.601225062947898
2016-07-02,0.58418070889018
2016-07-03,0.562213506359352
2016-07-04,0.559134708502808
2016-07-05,0.552617986958487
2016-07-06,0.533063787203822
2016-07-07,0.52289931564336
2016-07-08,0.5270998773323
2016-07-09,0.51183501194396
2016-07-10,0.481051068500226
2016-07-11,0.510588159338886
2016-07-12,0.534605203692943
2016-07-13,0.530323939570017
2016-07-14,0.511145006133385
2016-07-15,0.475522951772225
2016-07-16,0.44540883853057
2016-07-17,0.422707243850475
2016-07-18,0.48711182129253
2016-07-19,0.492325198527988
2016-07-20,0.478230518432436
2016-07-21,0.467501129834076
2016-07-22,0.479993866615017
2016-07-23,0.457598941184066
2016-07-24,0.437875266318032
2016-07-25,0.458761056233456
2016-07-26,0.449443960229841
2016-07-27,0.445001291238944
2016-07-28,0.435609545483892
2016-07-29,0.414164891213119
2016-07-30,0.415004196526567
2016-07-31,0.41133627090193
2016-08-01,0.436402446897798
2016-08-02,0.418833527019175
2016-08-03,0.399715120408031
2016-08-04,0.387416069468655
2016-08-05,0.426084640712764
2016-08-06,0.421480566853896
2016-08-07,0.369209600361547
2016-08-08,0.382029182000129
2016-08-09,0.382146200529408
2016-08-10,0.367204144877009
2016-08-11,0.354505616889405
2016-08-12,0.339918651946543
2016-08-13,0.301016043643876
2016-08-14,0.291832106656337
2016-08-15,0.298514268190329
2016-08-16,0.323814481244754
2016-08-17,0.328245044870553
2016-08-18,0.319973045387049
2016-08-19,0.318205662082768
2016-08-20,0.319739008328491
2016-08-21,0.301318677771322
2016-08-22,0.321546742849764
2016-08-23,0.356765285040997
2016-08-24,0.34800907095358
2016-08-25,0.354102104719478
2016-08-26,0.3479001226677
2016-08-27,0.308355930014849
2016-08-28,0.299494802763251
2016-08-29,0.326146781586933
2016-08-30,0.323669216863581
2016-08-31,0.302428336238621
2016-09-01,0.316410032926593
2016-09-02,0.317132319710763
2016-09-03,0.271591936212796
2016-09-04,0.257198657111498
2016-09-05,0.313539043837562
2016-09-06,0.342456743495384
2016-09-07,0.332820872877526
2016-09-08,0.330004357931435
2016-09-09,0.302755181096262
2016-09-10,0.26017657692556
2016-09-11,0.246501549486733
2016-09-12,0.278721996255407
2016-09-13,0.30624959648783
2016-09-14,0.31708793337207
2016-09-15,0.323854832461747
2016-09-16,0.309856995286978
2016-09-17,0.268726999806314
2016-09-18,0.254596003615469
2016-09-19,0.296601620504874
2016-09-20,0.296101265414165
2016-09-21,0.301354993866615
2016-09-22,0.280872716121118
2016-09-23,0.278697785525211
2016-09-24,0.236159532571502
2016-09-25,0.219797114080961
2016-09-26,0.250924042869133
2016-09-27,0.246174704629092
2016-09-28,0.240440796694428
2016-09-29,0.232818451804506
2016-09-30,0.237906740267286
2016-10-01,0.226981648266512
2016-10-02,0.209479307895926
2016-10-03,0.217073406933953
2016-10-04,0.210758441474595
2016-10-05,0.207312447543418
2016-10-06,0.212749774033185
2016-10-07,0.23954701723804
2016-10-08,0.189162470140099
2016-10-09,0.163559622958228
2016-10-10,0.199928174833753
2016-10-11,0.214850054877655
2016-10-12,0.207683678739751
2016-10-13,0.212642843308154
2016-10-14,0.279436212796178
2016-10-15,0.265305216605333
2016-10-16,0.208635967460779
2016-10-17,0.227189457034024
2016-10-18,0.236744625217897
2016-10-19,0.237293401768997
2016-10-20,0.254273193879527
2016-10-21,0.250407547291626
2016-10-22,0.20165924204274
2016-10-23,0.185982794241074
2016-10-24,0.231055103621925
2016-10-25,0.288325585899671
2016-10-26,0.367426076570469
2016-10-27,0.356256859706889
2016-10-28,0.314525631093034
2016-10-29,0.249515785396088
2016-10-30,0.215148653883401
2016-10-31,0.23960149138098
2016-11-01,0.231216508489896
2016-11-02,0.246828394344373
2016-11-03,0.250932113112531
2016-11-04,0.221701691523016
2016-11-05,0.241744141003293
2016-11-06,0.36111514623281
2016-11-07,0.371279617793273
2016-11-08,0.380596713796888
2016-11-09,0.383171121441023
2016-11-10,0.396523339143909
2016-11-11,0.448439214926722
2016-11-12,0.460488088320744
2016-11-13,0.423179353089289
2016-11-14,0.434118568016011
2016-11-15,0.419519497708051
2016-11-16,0.385814126154045
2016-11-17,0.374459293692298
2016-11-18,0.38595132029182
2016-11-19,0.447551488152883
2016-11-20,0.448653076376784
2016-11-21,0.453362063399832
2016-11-22,0.492712570211118
2016-11-23,0.50414810510685
2016-11-24,0.526426012008522
2016-11-25,0.539406998515075
2016-11-26,0.509934469623604
2016-11-27,0.467525340564271
2016-11-28,0.453011007811996
2016-11-29,0.464801633417264
2016-11-30,0.439057556975918
2016-12-01,0.445836561430693
2016-12-02,0.42649218800439
2016-12-03,0.343033765898379
2016-12-04,0.315917748079282
2016-12-05,0.361082865259216
2016-12-06,0.36935889986442
2016-12-07,0.366873264897669
2016-12-08,0.335419491251856
2016-12-09,0.331319807605397
2016-12-10,0.297194783394667
2016-12-11,0.277636548518303
2016-12-12,0.323548163212602
2016-12-13,0.337396700884499
2016-12-14,0.332320517786816
2016-12-15,0.342129898637743
2016-12-16,0.337146523339144
2016-12-17,0.282293078959261
2016-12-18,0.255124604558073
2016-12-19,0.342468848860482
2016-12-20,0.364351313835625
2016-12-21,0.366788527341985
2016-12-22,0.352742268706824
2016-12-23,0.355373168054749
2016-12-24,0.280130253728452
2016-12-25,0.239565175285687
2016-12-26,0.245048905674995
2016-12-27,0.277527600232423
2016-12-28,0.289846826780296
2016-12-29,0.304510459035444
2016-12-30,0.3279867970818
2016-12-31,0.309998224546452
2017-01-01,0.28972999580388
2017-01-02,0.311795939446758
2017-01-03,0.34448129498725
2017-01-04,0.359333139666247
2017-01-05,0.366244633807818
2017-01-06,0.365982376295149
2017-01-07,0.303407733772312
2017-01-08,0.253792647106291
2017-01-09,0.299110745295504
2017-01-10,0.342133081566121
2017-01-11,0.354701268519415
2017-01-12,0.335528226977825
2017-01-13,0.335653303637713
2017-01-14,0.309112843355605
2017-01-15,0.306542719731448
2017-01-16,0.364279719828282
2017-01-17,0.406422484748717
2017-01-18,0.425974791000936
2017-01-19,0.45272505729318
2017-01-20,0.466281753332688
2017-01-21,0.373357864497595
2017-01-22,0.319990478034925
2017-01-23,0.396254962719086
2017-01-24,0.409839901875343
2017-01-25,0.423267486523999
2017-01-26,0.409218553306866
2017-01-27,0.349472257189891
2017-01-28,0.281071463154837
2017-01-29,0.2488299280204
2017-01-30,0.291081630676866
2017-01-31,0.337460863109648
2017-02-01,0.440019689487105
2017-02-02,0.432055130563894
2017-02-03,0.464619444175462
2017-02-04,0.484982731351474
2017-02-05,0.463195184145121
2017-02-06,0.519366708627869
2017-02-07,0.523453891094542
2017-02-08,0.535711403763597
2017-02-09,0.529025854556018
2017-02-10,0.536865336819341
2017-02-11,0.516760272425035
2017-02-12,0.454903812013815
2017-02-13,0.485591975727058
2017-02-14,0.497078854781963
2017-02-15,0.460197379038766
2017-02-16,0.440386850004842
2017-02-17,0.448625770633614
2017-02-18,0.380737387431006
2017-02-19,0.334358154998225
2017-02-20,0.386083405958491
2017-02-21,0.381988154029889
2017-02-22,0.378090603918531
2017-02-23,0.361975888447758
2017-02-24,0.417021722991511
2017-02-25,0.385433814273264
2017-02-26,0.32594170620703
2017-02-27,0.355536457828992
2017-02-28,0.411300474484361
2017-03-01,0.494536974274555
2017-03-02,0.532346438139505
2017-03-03,0.57195539201446
2017-03-04,0.556558858655305
2017-03-05,0.538777799296343
2017-03-06,0.601166844194829
2017-03-07,0.624564249055873
2017-03-08,0.626529163035409
2017-03-09,0.634384784222588
2017-03-10,0.645456085988186
2017-03-11,0.630152351441206
2017-03-12,0.602498305412995
2017-03-13,0.617793970498047
2017-03-14,0.605189470966076
2017-03-15,0.621199283431781
2017-03-16,0.578887059810852
2017-03-17,0.564971272715535
2017-03-18,0.526019979987734
2017-03-19,0.489299893483103
2017-03-20,0.554073464381395
2017-03-21,0.534246796423615
2017-03-22,0.551781737193764
2017-03-23,0.558834446919079
2017-03-24,0.588570414124786
2017-03-25,0.57629272780091
2017-03-26,0.533617378393209
2017-03-27,0.543865595042123
2017-03-28,0.498874310061005
2017-03-29,0.483443481488654
2017-03-30,0.481936509473548
2017-03-31,0.464663826216068
